"genus","length","age","environment","n"
"Porites",26.25,"Modern","Reef edge",1422
"Lobophyllia",27.5,"Modern","Reef edge",62
"Platygyra",6.25,"Modern","Reef edge",142
"Hydnophora",13.75,"Modern","Reef edge",22
"Platygyra",12.5,"Modern","Reef edge",142
"Porites",27.5,"Modern","Reef edge",1422
"Porites",13.75,"Modern","Reef edge",1422
"Porites",7.5,"Modern","Reef edge",1422
"Acropora",36.25,"Modern","Reef edge",302
"Goniastrea",13.75,"Modern","Reef edge",338
"Lobophyllia",100,"Modern","Reef edge",62
"Galaxea",22.5,"Modern","Reef edge",274
"Galaxea",15,"Modern","Reef edge",274
"Hydnophora",23.75,"Modern","Reef edge",22
"Galaxea",61.25,"Modern","Reef edge",274
"Porites",50,"Modern","Reef edge",1422
"Goniastrea",12.5,"Modern","Reef edge",338
"Acropora",46.25,"Modern","Reef edge",302
"Acropora",6.25,"Modern","Reef edge",302
"Hydnophora",21.25,"Modern","Reef edge",22
"Porites",18.75,"Modern","Reef edge",1422
"Acropora",20,"Modern","Reef edge",302
"Porites",47.5,"Modern","Reef edge",1422
"Acropora",16.25,"Modern","Reef edge",302
"Leptoria",37.5,"Modern","Reef edge",36
"Galaxea",6.25,"Modern","Reef edge",274
"Favites",12.5,"Modern","Reef edge",116
"Acropora",12.5,"Modern","Reef edge",302
"Acropora",25,"Modern","Reef edge",302
"Acropora",12.5,"Modern","Reef edge",302
"Porites",15,"Modern","Reef edge",1422
"Porites",52.5,"Modern","Reef edge",1422
"Pocillopora",31.25,"Modern","Reef edge",340
"Favites",21.25,"Modern","Reef edge",116
"Porites",18.75,"Modern","Reef edge",1422
"Porites",10,"Modern","Reef edge",1422
"Porites",45,"Modern","Reef edge",1422
"Cyphastrea",18.75,"Modern","Reef edge",76
"Acropora",23.75,"Modern","Reef edge",302
"Porites",12.5,"Modern","Reef edge",1422
"Porites",8.75,"Modern","Reef edge",1422
"Porites",6.25,"Modern","Reef edge",1422
"Leptoria",16.25,"Modern","Reef edge",36
"Acropora",11.25,"Modern","Reef edge",302
"Favites",13.75,"Modern","Reef edge",116
"Favites",37.5,"Modern","Reef edge",116
"Porites",27.5,"Modern","Reef edge",1422
"Favites",8.75,"Modern","Reef edge",116
"Porites",26.25,"Modern","Reef edge",1422
"Dipsastraea",8.75,"Modern","Reef edge",92
"Favites",21.25,"Modern","Reef edge",116
"Porites",3.75,"Modern","Reef edge",1422
"Porites",7.5,"Modern","Reef edge",1422
"Porites",21.25,"Modern","Reef edge",1422
"Porites",20,"Modern","Reef edge",1422
"Favites",58.75,"Modern","Reef edge",116
"Porites",75,"Modern","Reef edge",1422
"Cyphastrea",37.5,"Modern","Reef edge",76
"Acropora",8.75,"Modern","Reef edge",302
"Echinopora",30,"Modern","Reef edge",276
"Porites",112.5,"Modern","Reef edge",1422
"Porites",15,"Modern","Reef edge",1422
"Echinopora",87.5,"Modern","Reef edge",276
"Porites",12.5,"Modern","Reef edge",1422
"Porites",25,"Modern","Reef edge",1422
"Echinopora",87.5,"Modern","Reef edge",276
"Porites",162.5,"Modern","Reef edge",1422
"Echinopora",23.75,"Modern","Reef edge",276
"Porites",62.5,"Modern","Reef edge",1422
"Platygyra",51.25,"Modern","Reef edge",142
"Pocillopora",11.25,"Modern","Reef edge",340
"Porites",16.25,"Modern","Reef edge",1422
"Goniastrea",52.5,"Modern","Reef edge",338
"Goniastrea",53.75,"Modern","Reef edge",338
"Platygyra",40,"Modern","Reef edge",142
"Echinopora",20,"Modern","Reef edge",276
"Porites",80,"Modern","Reef edge",1422
"Porites",42.5,"Modern","Reef edge",1422
"Pocillopora",8.75,"Modern","Reef edge",340
"Echinopora",45,"Modern","Reef edge",276
"Porites",15,"Modern","Reef edge",1422
"Echinopora",110,"Modern","Reef edge",276
"Porites",37.5,"Modern","Reef edge",1422
"Platygyra",25,"Modern","Reef edge",142
"Echinopora",37.5,"Modern","Reef edge",276
"Porites",31.25,"Modern","Reef edge",1422
"Echinopora",12.5,"Modern","Reef edge",276
"Leptoria",25,"Modern","Reef edge",36
"Platygyra",26.25,"Modern","Reef edge",142
"Porites",26.25,"Modern","Reef edge",1422
"Favites",15,"Modern","Reef edge",116
"Favites",16.25,"Modern","Reef edge",116
"Favites",12.5,"Modern","Reef edge",116
"Porites",7.5,"Modern","Reef edge",1422
"Pocillopora",15,"Modern","Reef edge",340
"Porites",5,"Modern","Reef edge",1422
"Porites",43.75,"Modern","Reef edge",1422
"Porites",43.75,"Modern","Reef edge",1422
"Goniastrea",13.75,"Modern","Reef edge",338
"Dipsastraea",31.25,"Modern","Reef edge",92
"Galaxea",13.75,"Modern","Reef edge",274
"Porites",22.5,"Modern","Reef edge",1422
"Pocillopora",13.75,"Modern","Reef edge",340
"Porites",6.25,"Modern","Reef edge",1422
"Dipsastraea",22.5,"Modern","Reef edge",92
"Porites",12.5,"Modern","Reef edge",1422
"Pocillopora",8.75,"Modern","Reef edge",340
"Porites",7.5,"Modern","Reef edge",1422
"Favites",60,"Modern","Reef edge",116
"Porites",10,"Modern","Reef edge",1422
"Porites",8.75,"Modern","Reef edge",1422
"Porites",18.75,"Modern","Reef edge",1422
"Pocillopora",13.75,"Modern","Reef edge",340
"Porites",32.5,"Modern","Reef edge",1422
"Porites",11.25,"Modern","Reef edge",1422
"Favites",10,"Modern","Reef edge",116
"Dipsastraea",28.75,"Modern","Reef edge",92
"Porites",15,"Modern","Reef edge",1422
"Pocillopora",21.25,"Modern","Reef edge",340
"Porites",7.5,"Modern","Reef edge",1422
"Porites",46.25,"Modern","Reef edge",1422
"Porites",10,"Modern","Reef edge",1422
"Pocillopora",22.5,"Modern","Reef edge",340
"Porites",22.5,"Modern","Reef edge",1422
"Echinopora",22.5,"Modern","Reef edge",276
"Porites",12.5,"Modern","Reef edge",1422
"Porites",37.5,"Modern","Reef edge",1422
"Pocillopora",13.75,"Modern","Reef edge",340
"Favites",6.25,"Modern","Reef edge",116
"Galaxea",18.75,"Modern","Reef edge",274
"Porites",33.75,"Modern","Reef edge",1422
"Echinopora",112.5,"Modern","Reef edge",276
"Porites",80,"Modern","Reef edge",1422
"Echinopora",10,"Modern","Reef edge",276
"Echinopora",82.5,"Modern","Reef edge",276
"Pocillopora",65,"Modern","Reef edge",340
"Porites",50,"Modern","Reef slope",1422
"Galaxea",12.5,"Modern","Reef slope",274
"Porites",31.25,"Modern","Reef slope",1422
"Porites",210,"Modern","Reef slope",1422
"Pocillopora",16.25,"Modern","Reef slope",340
"Porites",53.75,"Modern","Reef slope",1422
"Porites",40,"Modern","Reef slope",1422
"Porites",42.5,"Modern","Reef slope",1422
"Porites",113.75,"Modern","Reef slope",1422
"Porites",100,"Modern","Reef slope",1422
"Porites",131.25,"Modern","Reef slope",1422
"Galaxea",11.25,"Modern","Reef slope",274
"Galaxea",15,"Modern","Reef slope",274
"Porites",65,"Modern","Reef slope",1422
"Porites",68.75,"Modern","Reef slope",1422
"Pocillopora",7.5,"Modern","Reef slope",340
"Pocillopora",17.5,"Modern","Reef slope",340
"Porites",273.75,"Modern","Reef slope",1422
"Porites",20,"Modern","Reef slope",1422
"Dipsastraea",18.75,"Modern","Reef slope",92
"Porites",7.5,"Modern","Reef slope",1422
"Porites",131.25,"Modern","Reef slope",1422
"Acropora",13.75,"Modern","Reef slope",302
"Porites",63.75,"Modern","Reef slope",1422
"Favites",6.25,"Modern","Reef slope",116
"Porites",30,"Modern","Reef slope",1422
"Porites",20,"Modern","Reef slope",1422
"Pocillopora",12.5,"Modern","Reef slope",340
"Porites",23.75,"Modern","Reef slope",1422
"Pocillopora",6.25,"Modern","Reef slope",340
"Echinopora",27.5,"Modern","Reef slope",276
"Porites",17.5,"Modern","Reef slope",1422
"Porites",57.5,"Modern","Reef slope",1422
"Porites",83.75,"Modern","Reef slope",1422
"Porites",80,"Modern","Reef slope",1422
"Porites",95,"Modern","Reef slope",1422
"Porites",112.5,"Modern","Reef slope",1422
"Porites",87.5,"Modern","Reef slope",1422
"Echinopora",96.25,"Modern","Reef slope",276
"Echinopora",26.25,"Modern","Reef slope",276
"Porites",126.25,"Modern","Reef slope",1422
"Acropora",21.25,"Modern","Reef slope",302
"Porites",68.75,"Modern","Reef slope",1422
"Echinopora",8.75,"Modern","Reef slope",276
"Porites",28.75,"Modern","Reef slope",1422
"Echinopora",71.25,"Modern","Reef slope",276
"Porites",52.5,"Modern","Reef slope",1422
"Leptoria",43.75,"Modern","Reef slope",36
"Leptoria",13.75,"Modern","Reef slope",36
"Porites",32.5,"Modern","Reef slope",1422
"Porites",45,"Modern","Reef slope",1422
"Leptoria",25,"Modern","Reef slope",36
"Porites",31.25,"Modern","Reef slope",1422
"Porites",62.5,"Modern","Reef slope",1422
"Porites",25,"Modern","Reef slope",1422
"Porites",3.75,"Modern","Reef slope",1422
"Porites",150,"Modern","Reef slope",1422
"Pocillopora",18.75,"Modern","Reef slope",340
"Porites",83.75,"Modern","Reef slope",1422
"Porites",73.75,"Modern","Reef slope",1422
"Pocillopora",13.75,"Modern","Reef slope",340
"Echinopora",13.75,"Modern","Reef slope",276
"Pocillopora",42.5,"Modern","Reef slope",340
"Pocillopora",16.25,"Modern","Reef slope",340
"Porites",50,"Modern","Reef slope",1422
"Pocillopora",30,"Modern","Reef slope",340
"Porites",12.5,"Modern","Reef slope",1422
"Pocillopora",15,"Modern","Reef slope",340
"Pocillopora",6.25,"Modern","Reef slope",340
"Pocillopora",25,"Modern","Reef slope",340
"Porites",61.25,"Modern","Reef slope",1422
"Porites",38.75,"Modern","Reef slope",1422
"Echinopora",40,"Modern","Reef slope",276
"Platygyra",20,"Modern","Reef slope",142
"Porites",11.25,"Modern","Reef slope",1422
"Pocillopora",46.25,"Modern","Reef slope",340
"Pocillopora",6.25,"Modern","Reef slope",340
"Pocillopora",22.5,"Modern","Reef slope",340
"Platygyra",7.5,"Modern","Reef slope",142
"Acropora",28.75,"Modern","Reef slope",302
"Porites",16.25,"Modern","Reef slope",1422
"Porites",20,"Modern","Reef slope",1422
"Echinopora",83.75,"Modern","Reef slope",276
"Montipora",35,"Modern","Reef slope",32
"Porites",60,"Modern","Reef slope",1422
"Pocillopora",11.25,"Modern","Reef slope",340
"Echinopora",27.5,"Modern","Reef slope",276
"Porites",45,"Modern","Reef slope",1422
"Favites",37.5,"Modern","Reef slope",116
"Porites",70,"Modern","Reef slope",1422
"Pocillopora",28.75,"Modern","Reef slope",340
"Pocillopora",17.5,"Modern","Reef slope",340
"Echinopora",30,"Modern","Reef slope",276
"Porites",168.75,"Modern","Reef slope",1422
"Platygyra",50,"Modern","Reef slope",142
"Goniastrea",6.25,"Modern","Reef slope",338
"Cyphastrea",8.75,"Modern","Reef slope",76
"Galaxea",13.75,"Modern","Reef slope",274
"Cyphastrea",7.5,"Modern","Reef slope",76
"Porites",15,"Modern","Reef slope",1422
"Porites",25,"Modern","Reef slope",1422
"Porites",22.5,"Modern","Reef slope",1422
"Echinopora",10,"Modern","Reef slope",276
"Echinopora",13.75,"Modern","Reef slope",276
"Acropora",17.5,"Modern","Reef slope",302
"Porites",10,"Modern","Reef slope",1422
"Echinopora",15,"Modern","Reef slope",276
"Goniastrea",26.25,"Modern","Reef slope",338
"Porites",31.25,"Modern","Reef slope",1422
"Pavona",17.5,"Modern","Reef slope",36
"Acropora",23.75,"Modern","Reef slope",302
"Acropora",25,"Modern","Reef slope",302
"Echinopora",21.25,"Modern","Reef slope",276
"Porites",11.25,"Modern","Reef slope",1422
"Porites",31.25,"Modern","Reef slope",1422
"Echinopora",20,"Modern","Reef slope",276
"Porites",17.5,"Modern","Reef slope",1422
"Echinopora",27.5,"Modern","Reef slope",276
"Porites",18.75,"Modern","Reef slope",1422
"Goniastrea",37.5,"Modern","Reef slope",338
"Echinopora",38.75,"Modern","Reef slope",276
"Goniastrea",60,"Modern","Reef slope",338
"Porites",8.75,"Modern","Reef slope",1422
"Fungia",2.5,"Modern","Reef slope",34
"Echinopora",13.75,"Modern","Reef slope",276
"Goniastrea",41.25,"Modern","Reef slope",338
"Porites",50,"Modern","Reef slope",1422
"Echinopora",25,"Modern","Reef slope",276
"Acropora",8.75,"Modern","Reef slope",302
"Goniastrea",58.75,"Modern","Reef slope",338
"Porites",30,"Modern","Reef slope",1422
"Acropora",16.25,"Modern","Reef slope",302
"Porites",8.75,"Modern","Reef slope",1422
"Cyphastrea",15,"Modern","Reef slope",76
"Porites",10,"Modern","Reef slope",1422
"Goniastrea",6.25,"Modern","Reef slope",338
"Porites",36.25,"Modern","Reef slope",1422
"Acropora",18.75,"Modern","Reef slope",302
"Dipsastraea",7.5,"Modern","Reef slope",92
"Porites",71.25,"Modern","Reef slope",1422
"Acropora",31.25,"Modern","Reef slope",302
"Echinopora",15,"Modern","Reef slope",276
"Porites",45,"Modern","Reef slope",1422
"Porites",33.75,"Modern","Reef slope",1422
"Acropora",25,"Modern","Reef slope",302
"Pavona",17.5,"Modern","Reef slope",36
"Acropora",13.75,"Modern","Reef slope",302
"Galaxea",17.5,"Modern","Reef slope",274
"Porites",8.75,"Modern","Reef slope",1422
"Porites",65,"Modern","Reef slope",1422
"Favites",13.75,"Modern","Reef slope",116
"Porites",22.5,"Modern","Reef slope",1422
"Porites",37.5,"Modern","Reef slope",1422
"Dipsastraea",6.25,"Modern","Reef slope",92
"Goniastrea",15,"Modern","Reef slope",338
"Porites",75,"Modern","Reef slope",1422
"Porites",15,"Modern","Reef slope",1422
"Goniastrea",3.75,"Modern","Reef slope",338
"Porites",51.25,"Modern","Reef slope",1422
"Acropora",33.75,"Modern","Reef slope",302
"Goniastrea",25,"Modern","Reef slope",338
"Porites",33.75,"Modern","Reef slope",1422
"Porites",5,"Modern","Reef slope",1422
"Goniastrea",10,"Modern","Reef slope",338
"Goniastrea",5,"Modern","Reef slope",338
"Porites",16.25,"Modern","Reef slope",1422
"Galaxea",15,"Modern","Reef slope",274
"Echinopora",23.75,"Modern","Reef slope",276
"Porites",12.5,"Modern","Reef slope",1422
"Porites",23.75,"Modern","Reef slope",1422
"Favites",35,"Modern","Reef slope",116
"Acropora",41.25,"Modern","Reef slope",302
"Porites",78.75,"Modern","Reef slope",1422
"Dipsastraea",8.75,"Modern","Reef slope",92
"Porites",28.75,"Modern","Reef slope",1422
"Dipsastraea",11.25,"Modern","Reef slope",92
"Porites",3.75,"Modern","Reef slope",1422
"Porites",13.75,"Modern","Reef slope",1422
"Favites",95,"Modern","Reef slope",116
"Echinopora",15,"Modern","Reef slope",276
"Porites",5,"Modern","Reef slope",1422
"Porites",28.75,"Modern","Reef slope",1422
"Dipsastraea",10,"Modern","Reef slope",92
"Porites",55,"Modern","Reef slope",1422
"Goniastrea",11.25,"Modern","Reef slope",338
"Porites",61.25,"Modern","Reef slope",1422
"Goniastrea",21.25,"Modern","Reef slope",338
"Goniastrea",7.5,"Modern","Reef slope",338
"Goniastrea",22.5,"Modern","Reef slope",338
"Platygyra",16.25,"Modern","Reef slope",142
"Galaxea",12.5,"Modern","Reef slope",274
"Goniastrea",27.5,"Modern","Reef slope",338
"Goniastrea",28.75,"Modern","Reef slope",338
"Cyphastrea",10,"Modern","Reef slope",76
"Goniastrea",6.25,"Modern","Reef slope",338
"Goniastrea",11.25,"Modern","Reef slope",338
"Goniastrea",11.25,"Modern","Reef slope",338
"Porites",13.75,"Modern","Reef slope",1422
"Goniastrea",6.25,"Modern","Reef slope",338
"Goniastrea",72.5,"Modern","Reef slope",338
"Goniastrea",23.75,"Modern","Reef slope",338
"Favites",15,"Modern","Reef slope",116
"Acropora",21.25,"Modern","Reef slope",302
"Goniastrea",15,"Modern","Reef slope",338
"Porites",12.5,"Modern","Reef slope",1422
"Goniastrea",25,"Modern","Reef slope",338
"Porites",7.5,"Modern","Reef slope",1422
"Porites",21.25,"Modern","Reef slope",1422
"Acropora",27.5,"Modern","Reef slope",302
"Porites",35,"Modern","Reef slope",1422
"Echinopora",18.75,"Modern","Reef slope",276
"Galaxea",5,"Modern","Reef slope",274
"Porites",7.5,"Modern","Reef slope",1422
"Acropora",11.25,"Modern","Reef slope",302
"Echinopora",20,"Modern","Reef slope",276
"Porites",18.75,"Modern","Reef slope",1422
"Porites",60,"Modern","Reef slope",1422
"Porites",21.25,"Modern","Reef slope",1422
"Galaxea",3.75,"Modern","Reef slope",274
"Porites",11.25,"Modern","Reef slope",1422
"Echinopora",32.5,"Modern","Reef slope",276
"Fungia",6.25,"Modern","Reef slope",34
"Porites",31.25,"Modern","Reef slope",1422
"Platygyra",8.75,"Modern","Reef slope",142
"Acropora",12.5,"Modern","Reef slope",302
"Porites",48.75,"Modern","Reef slope",1422
"Platygyra",8.75,"Modern","Reef slope",142
"Echinopora",37.5,"Modern","Reef slope",276
"Porites",62.5,"Modern","Reef slope",1422
"Platygyra",5,"Modern","Reef slope",142
"Favites",11.25,"Modern","Reef slope",116
"Pavona",12.5,"Modern","Reef slope",36
"Porites",58.75,"Modern","Reef slope",1422
"Porites",3.75,"Modern","Reef slope",1422
"Porites",10,"Modern","Reef slope",1422
"Porites",55,"Modern","Reef slope",1422
"Dipsastraea",26.25,"Modern","Reef slope",92
"Porites",25,"Modern","Reef slope",1422
"Goniastrea",28.75,"Modern","Reef slope",338
"Platygyra",15,"Modern","Reef slope",142
"Porites",93.75,"Modern","Reef slope",1422
"Acropora",16.25,"Modern","Reef slope",302
"Fungia",8.75,"Modern","Reef slope",34
"Porites",48.75,"Modern","Reef slope",1422
"Galaxea",11.25,"Modern","Reef slope",274
"Pavona",6.25,"Modern","Reef slope",36
"Porites",21.25,"Modern","Reef slope",1422
"Porites",30,"Modern","Reef slope",1422
"Porites",23.75,"Modern","Reef slope",1422
"Galaxea",6.25,"Modern","Reef slope",274
"Echinopora",5,"Modern","Reef slope",276
"Porites",16.25,"Modern","Reef slope",1422
"Porites",11.25,"Modern","Reef slope",1422
"Porites",20,"Modern","Reef slope",1422
"Echinopora",7.5,"Modern","Reef slope",276
"Porites",26.25,"Modern","Reef slope",1422
"Galaxea",7.5,"Modern","Reef slope",274
"Porites",23.75,"Modern","Reef slope",1422
"Echinopora",3.75,"Modern","Reef slope",276
"Porites",15,"Modern","Reef slope",1422
"Fungia",2.5,"Modern","Reef slope",34
"Fungia",2.5,"Modern","Reef slope",34
"Echinopora",15,"Modern","Reef slope",276
"Galaxea",11.25,"Modern","Reef slope",274
"Porites",16.25,"Modern","Reef slope",1422
"Goniastrea",43.75,"Modern","Reef slope",338
"Porites",6.25,"Modern","Reef slope",1422
"Lobophyllia",6.25,"Modern","Reef slope",62
"Goniastrea",53.75,"Modern","Reef slope",338
"Porites",6.25,"Modern","Reef slope",1422
"Dipsastraea",7.5,"Modern","Reef slope",92
"Cyphastrea",11.25,"Modern","Reef slope",76
"Porites",38.75,"Modern","Reef slope",1422
"Echinopora",13.75,"Modern","Reef slope",276
"Porites",37.5,"Modern","Reef slope",1422
"Goniastrea",10,"Modern","Reef slope",338
"Echinopora",53.75,"Modern","Reef slope",276
"Lobophyllia",7.5,"Modern","Reef slope",62
"Porites",75,"Modern","Reef slope",1422
"Porites",148.75,"Modern","Reef slope",1422
"Dipsastraea",37.5,"Modern","Reef slope",92
"Porites",37.5,"Modern","Reef slope",1422
"Acropora",17.5,"Modern","Reef slope",302
"Echinopora",11.25,"Modern","Reef slope",276
"Porites",31.25,"Modern","Reef slope",1422
"Fungia",2.5,"Modern","Reef slope",34
"Goniastrea",45,"Modern","Reef slope",338
"Porites",11.25,"Modern","Reef slope",1422
"Porites",13.75,"Modern","Reef slope",1422
"Acropora",11.25,"Modern","Reef slope",302
"Porites",3.75,"Modern","Reef slope",1422
"Pocillopora",28.75,"Modern","Reef slope",340
"Porites",6.25,"Modern","Reef slope",1422
"Porites",28.75,"Modern","Reef slope",1422
"Porites",10,"Modern","Reef slope",1422
"Galaxea",16.25,"Modern","Reef slope",274
"Porites",41.25,"Modern","Reef slope",1422
"Porites",5,"Modern","Reef slope",1422
"Porites",5,"Modern","Reef slope",1422
"Goniastrea",5,"Modern","Reef slope",338
"Porites",5,"Modern","Reef slope",1422
"Echinopora",5,"Modern","Reef slope",276
"Pocillopora",13.75,"Modern","Reef slope",340
"Acropora",13.75,"Modern","Reef slope",302
"Pocillopora",7.5,"Modern","Reef slope",340
"Pavona",12.5,"Modern","Reef slope",36
"Pavona",82.5,"Modern","Reef slope",36
"Favites",6.25,"Modern","Reef slope",116
"Pocillopora",8.75,"Modern","Reef slope",340
"Porites",8.75,"Modern","Reef slope",1422
"Porites",3.75,"Modern","Reef slope",1422
"Dipsastraea",11.25,"Modern","Reef slope",92
"Goniastrea",8.75,"Modern","Reef slope",338
"Porites",12.5,"Modern","Reef slope",1422
"Porites",7.5,"Modern","Reef slope",1422
"Echinopora",3.75,"Modern","Reef slope",276
"Cyphastrea",16.25,"Modern","Reef slope",76
"Echinopora",25,"Modern","Reef slope",276
"Goniastrea",7.5,"Modern","Reef slope",338
"Pocillopora",20,"Modern","Reef slope",340
"Cyphastrea",11.25,"Modern","Reef slope",76
"Pavona",13.75,"Modern","Reef slope",36
"Dipsastraea",20,"Modern","Reef slope",92
"Porites",13.75,"Modern","Reef slope",1422
"Galaxea",7.5,"Modern","Reef slope",274
"Goniastrea",3.75,"Modern","Reef slope",338
"Goniastrea",28.75,"Modern","Reef slope",338
"Galaxea",21.25,"Modern","Reef slope",274
"Pocillopora",31.25,"Modern","Reef slope",340
"Pocillopora",8.75,"Modern","Reef slope",340
"Goniastrea",12.5,"Modern","Reef slope",338
"Porites",11.25,"Modern","Reef slope",1422
"Pocillopora",26.25,"Modern","Reef slope",340
"Acropora",13.75,"Modern","Reef slope",302
"Galaxea",22.5,"Modern","Reef slope",274
"Galaxea",8.75,"Modern","Reef slope",274
"Goniastrea",7.5,"Modern","Reef slope",338
"Favites",10,"Modern","Reef slope",116
"Galaxea",8.75,"Modern","Reef slope",274
"Acropora",10,"Modern","Reef slope",302
"Acropora",21.25,"Modern","Reef slope",302
"Acropora",11.25,"Modern","Reef slope",302
"Pocillopora",22.5,"Modern","Reef slope",340
"Porites",7.5,"Modern","Reef slope",1422
"Pavona",3.75,"Modern","Reef slope",36
"Porites",13.75,"Modern","Reef slope",1422
"Echinopora",5,"Modern","Reef slope",276
"Porites",16.25,"Modern","Reef slope",1422
"Galaxea",12.5,"Modern","Reef slope",274
"Pocillopora",13.75,"Modern","Reef slope",340
"Galaxea",11.25,"Modern","Reef slope",274
"Porites",28.75,"Modern","Reef slope",1422
"Goniastrea",257.5,"Modern","Reef slope",338
"Favites",12.5,"Modern","Reef slope",116
"Acropora",22.5,"Modern","Reef slope",302
"Acropora",8.75,"Modern","Reef slope",302
"Porites",12.5,"Modern","Reef slope",1422
"Acropora",6.25,"Modern","Reef slope",302
"Lobophyllia",28.75,"Modern","Reef slope",62
"Acropora",13.75,"Modern","Reef slope",302
"Favites",21.25,"Modern","Reef slope",116
"Platygyra",6.25,"Modern","Reef slope",142
"Platygyra",17.5,"Modern","Reef slope",142
"Pocillopora",17.5,"Modern","Reef slope",340
"Dipsastraea",8.75,"Modern","Reef slope",92
"Acropora",17.5,"Modern","Reef slope",302
"Galaxea",12.5,"Modern","Reef slope",274
"Goniastrea",6.25,"Modern","Reef slope",338
"Porites",7.5,"Modern","Reef slope",1422
"Pocillopora",12.5,"Modern","Reef slope",340
"Porites",8.75,"Modern","Reef slope",1422
"Porites",16.25,"Modern","Reef slope",1422
"Pocillopora",8.75,"Modern","Reef slope",340
"Cyphastrea",5,"Modern","Reef slope",76
"Porites",23.75,"Modern","Reef slope",1422
"Pocillopora",11.25,"Modern","Reef slope",340
"Porites",8.75,"Modern","Reef slope",1422
"Cyphastrea",5,"Modern","Reef slope",76
"Porites",7.5,"Modern","Reef slope",1422
"Goniastrea",30,"Modern","Reef slope",338
"Porites",12.5,"Modern","Reef slope",1422
"Porites",5,"Modern","Reef slope",1422
"Galaxea",10,"Modern","Reef slope",274
"Porites",46.25,"Modern","Reef slope",1422
"Acropora",13.75,"Modern","Reef slope",302
"Porites",13.75,"Modern","Reef slope",1422
"Cyphastrea",5,"Modern","Reef slope",76
"Galaxea",15,"Modern","Reef slope",274
"Porites",16.25,"Modern","Reef slope",1422
"Pocillopora",10,"Modern","Reef slope",340
"Goniastrea",76.25,"Modern","Reef slope",338
"Galaxea",15,"Modern","Reef slope",274
"Goniastrea",7.5,"Modern","Reef slope",338
"Porites",8.75,"Modern","Reef slope",1422
"Pocillopora",40,"Modern","Reef slope",340
"Porites",3.75,"Modern","Reef slope",1422
"Acropora",22.5,"Modern","Reef slope",302
"Fungia",7.5,"Modern","Reef slope",34
"Goniastrea",30,"Modern","Reef slope",338
"Pocillopora",27.5,"Modern","Reef slope",340
"Dipsastraea",17.5,"Modern","Reef slope",92
"Pocillopora",8.75,"Modern","Reef slope",340
"Porites",3.75,"Modern","Reef slope",1422
"Porites",10,"Modern","Reef slope",1422
"Pavona",38.75,"Modern","Reef slope",36
"Pocillopora",12.5,"Modern","Reef slope",340
"Galaxea",11.25,"Modern","Reef slope",274
"Cyphastrea",31.25,"Modern","Reef slope",76
"Pocillopora",25,"Modern","Reef slope",340
"Acropora",25,"Modern","Reef slope",302
"Pocillopora",20,"Modern","Reef slope",340
"Porites",6.25,"Modern","Reef slope",1422
"Platygyra",6.25,"Modern","Reef slope",142
"Fungia",1.25,"Modern","Reef slope",34
"Echinopora",10,"Modern","Reef slope",276
"Porites",12.5,"Modern","Reef slope",1422
"Dipsastraea",77.5,"Modern","Reef slope",92
"Porites",38.75,"Modern","Reef slope",1422
"Porites",2.5,"Modern","Reef slope",1422
"Pocillopora",8.75,"Modern","Reef slope",340
"Porites",5,"Modern","Reef slope",1422
"Goniastrea",35,"Modern","Reef slope",338
"Porites",15,"Modern","Reef slope",1422
"Porites",7.5,"Modern","Reef slope",1422
"Goniastrea",18.75,"Modern","Reef slope",338
"Porites",401.25,"Modern","Reef slope",1422
"Pocillopora",10,"Modern","Reef slope",340
"Dipsastraea",16.25,"Modern","Reef slope",92
"Porites",22.5,"Modern","Reef slope",1422
"Porites",6.25,"Modern","Reef slope",1422
"Acropora",16.25,"Modern","Reef slope",302
"Porites",10,"Modern","Reef slope",1422
"Porites",50,"Modern","Reef slope",1422
"Galaxea",8.75,"Modern","Reef slope",274
"Goniastrea",10,"Modern","Reef slope",338
"Cyphastrea",2.5,"Modern","Reef slope",76
"Platygyra",6.25,"Modern","Reef slope",142
"Montipora",27.5,"Modern","Reef slope",32
"Acropora",15,"Modern","Reef slope",302
"Pocillopora",11.25,"Modern","Reef slope",340
"Montipora",12.5,"Modern","Reef slope",32
"Pocillopora",22.5,"Modern","Reef slope",340
"Porites",7.5,"Modern","Reef slope",1422
"Pocillopora",23.75,"Modern","Reef slope",340
"Porites",6.25,"Modern","Reef slope",1422
"Pavona",3.75,"Modern","Reef slope",36
"Porites",3.75,"Modern","Reef slope",1422
"Pocillopora",5,"Modern","Reef slope",340
"Porites",8.75,"Modern","Reef slope",1422
"Porites",12.5,"Modern","Reef slope",1422
"Pocillopora",20,"Modern","Reef slope",340
"Pavona",46.25,"Modern","Reef slope",36
"Echinopora",6.25,"Modern","Reef slope",276
"Pocillopora",26.25,"Modern","Reef slope",340
"Acropora",10,"Modern","Reef slope",302
"Montipora",23.75,"Modern","Reef slope",32
"Acropora",26.25,"Modern","Reef slope",302
"Goniastrea",13.75,"Modern","Reef slope",338
"Montipora",26.25,"Modern","Reef slope",32
"Acropora",6.25,"Modern","Reef slope",302
"Pocillopora",10,"Modern","Reef slope",340
"Platygyra",21.25,"Modern","Reef slope",142
"Pocillopora",8.75,"Modern","Reef slope",340
"Echinopora",17.5,"Modern","Reef slope",276
"Acropora",22.5,"Modern","Reef slope",302
"Echinopora",58.75,"Modern","Reef slope",276
